id,sex,age,pre_income,program,post_income
1,1,44.84779968314556,979.4074528647893,0,1281.4909823699415
2,0,22.752621240357335,663.5451100103547,0,1041.346836147608
3,0,42.097262180658255,729.2560015000281,0,1247.3368187535104
4,0,33.90780007421936,744.3715654112511,1,1248.7041467674724
5,0,52.82607895388333,768.9918906247285,0,1342.932254211124
6,0,32.565553203970246,762.3820664271666,1,1250.8782715997556
7,1,19.728929777453892,845.8526008426863,1,1135.7419814208351
8,1,39.91834371466622,673.8850850568872,1,1328.6109652458053
9,0,38.54503660926992,747.2534836793855,1,1302.6911474286983
10,1,34.823736523696226,744.318577820146,0,1189.1937656828695
11,0,24.43449677882775,762.5561273783975,1,1168.4942904900495
12,1,26.610853339217314,739.5600019018939,0,1099.8715327852606
13,1,34.87374283509574,920.3127070532661,0,1197.6243801763499
14,0,45.3811014600433,876.8873233405475,0,1273.126037913705
15,1,31.355422860949396,823.8351023241362,0,1155.5012007952334
16,0,26.285505278146054,658.4971858611315,0,1078.1360516885627
17,1,7.957969745533017,1093.377438660602,1,1026.47220300101
18,1,39.942498365406465,893.5025757358321,1,1345.5725807834003
19,1,39.27340324999113,923.3884521725859,0,1229.5690282658552
20,1,48.09190860109685,610.8615278201947,0,1315.3901377653908
21,1,49.66722642310698,777.7348706882065,1,1431.7658301592896
22,1,33.569439337053836,876.8127528360915,0,1182.9210116131292
23,1,47.9851372621074,838.7953658262852,1,1421.722667302735
24,1,35.01313547555922,860.9133031558329,1,1290.4829822759798
25,1,28.235899243144196,859.0518608276321,1,1226.6166179490922
26,0,26.51803403114532,756.4859246714547,0,1081.276519324056
27,1,31.530588995925644,774.9230101500991,0,1152.8396409113695
28,0,37.27479443027071,707.3730616276688,0,1195.929847394105
29,0,34.72598596388889,908.7435803253436,0,1159.0122430169097
30,1,37.00877790585033,605.6040784095787,0,1211.365390777907
31,1,36.98942671822796,771.9379561663649,1,1301.1963262262848
32,1,42.1459935608369,881.2077556671369,1,1356.539375054841
33,1,32.26818225110151,779.2296312991964,0,1163.3163938558173
34,1,51.353474579317286,945.075731996683,0,1352.3296492705706
35,1,39.37693886479643,884.1493178155365,0,1236.1668667307224
36,0,23.0646414925092,713.4262177870622,1,1143.7722000418582
37,1,32.2335019580082,794.0122193299045,0,1159.4082768105045
38,1,40.15883050535119,801.1531153249758,0,1239.9250448798143
39,0,30.889446679136572,826.9111451391775,0,1129.4984912409593
40,0,38.44995049472574,747.1839494076592,0,1199.2293531459216
41,1,39.34395860831138,738.2926158633287,0,1243.6597174335443
42,0,48.03477683005029,773.7627484978317,0,1294.141171758877
43,1,28.48304089266924,891.234717100544,0,1119.5739911943435
44,0,34.83119137672011,912.361058688565,0,1167.3380476889142
45,1,29.323075447064088,739.6480286317469,0,1126.2722910207451
46,1,23.728671302367157,805.5323393638365,0,1073.7215062402308
47,0,16.510296888209673,699.9341567115192,1,1085.1994099511053
48,1,36.955290551818905,724.1821170860776,1,1311.1696659638055
49,1,41.01565225195587,738.8564185494739,1,1351.6812489143472
50,0,41.39158159789933,668.3277736792065,0,1228.1836775958195
51,1,21.100071825379192,599.258498278283,1,1150.9639358122238
52,1,23.703221466024154,876.8002127529136,1,1175.6076790682393
53,0,23.588458051624322,840.5761313504228,0,1050.7345158542164
54,1,28.113285003991138,716.8284121083958,0,1112.8830600814383
55,1,36.70197818152129,895.8075773112283,0,1208.5016623675615
56,1,40.9448342725741,981.0719251438418,0,1242.5294548909449
57,1,26.849673492750426,544.9985515172204,0,1118.6993463447875
58,0,6.356531629332704,915.0255080717416,1,978.9419794579071
59,1,44.538234817082596,922.7893654420767,0,1289.767405910139
60,0,41.15284770613444,815.2103162683809,0,1236.8579958177324
61,0,27.991292994497368,747.6916190812627,0,1103.9801328051553
62,1,24.2633865853021,689.8406635654162,0,1086.8802810092327
63,1,32.00008803200264,712.0269718587024,1,1264.920951517189
64,1,36.081065628025705,736.3299742245907,1,1304.1290132327015
65,1,42.23200763587674,589.4068569157099,0,1260.7751577489007
66,0,48.90095096074266,735.374163987757,0,1310.4752246134121
67,1,26.511166016215967,898.6793426319456,1,1206.9221289386928
68,1,37.907228446434985,724.5099854067411,0,1214.3913619437176
69,1,48.341760337024226,956.5204862898136,1,1425.1950120628042
70,1,25.986578447409173,794.9950739008474,1,1192.31162475847
71,1,32.77236587067149,811.1028706146697,1,1264.5631676397954
72,0,17.28531971796601,847.5471045997417,0,986.0039300873914
73,1,37.87422250114445,706.0996095292861,1,1313.0735738727321
74,0,28.58808237676001,722.5954380357018,0,1101.107208937779
75,1,25.750623577610533,757.6441532767358,0,1107.2747297839264
76,1,27.200225308146766,977.2879494410538,1,1206.1153329414174
77,1,39.44503373594371,842.6550658330294,0,1232.4966141699597
78,1,13.375309973883397,790.5529826911285,1,1070.757142434373
79,1,30.744891000790545,688.3404566184337,0,1146.0342895182553
80,0,24.862823407954544,791.2564853470458,1,1159.042667966429
81,0,25.378809716962532,839.2526090173269,1,1170.1773346640855
82,1,39.74634627277364,763.9377830746274,0,1230.5864368311945
83,1,38.517542696045375,711.201563838252,1,1329.2067198225109
84,1,33.92979643753019,705.3583446204144,1,1278.6586908017339
85,1,40.37517256600346,778.008844392544,0,1248.5042093373218
86,0,28.978951015518696,834.222011692021,1,1212.4015003281438
87,1,14.76702354666319,896.9924129415533,0,994.7325687532312
88,1,46.54421280598139,666.4546859802881,1,1400.5941479537323
89,1,32.69307002305891,719.9120524593854,1,1259.7121319319622
90,0,31.349112317850892,595.3203655815931,1,1229.3319010284551
91,1,36.57517929375722,811.0056218193675,1,1305.7872777132782
92,0,42.65932222984396,871.6100373735301,1,1340.9660334634832
93,1,39.26086966202313,825.4120602375613,0,1234.323088909222
94,1,44.27265399965311,922.876218801499,0,1278.982136190178
95,1,35.461345928404874,858.3404005956116,0,1195.7817514157239
